ACK_ID,Employer Identification Number (EIN),Name of plan,Administrator's telephone number,Date of Signature of plan administrator,Name of individual signing as plan administrator,Business Code,Industry,Plan year ending date,Plan sponsor's care of Name,Plan sponsor's DFE/DBA name,Date of plan sponsor signed,Name of individual signing as plan sponsor,Company Name,Plan Sponsor's mailing address 1,Plan Sponsor's mailing address 2,Plan Sponsor's mailing city or town,Plan Sponsor's mailing state or province,Plan Sponsor's mailing ZIP or postal code,County,Sponsor's telephone number,"Total number of active participants, BOY","Total number of active participants, EOY",Total of active/retired/separated/deceased of participants entl. to benefits ,"Number of DC plan participants with account balances, EOY","Total assets, BOY","Total assets, EOY",Total benefit payments,Adminexp,Total expenses,Total fidelity bond,Amount of Contributions Received or receivable in cash from Employers,Amount of Contributions Received or receivable in cash from Others (including rollovers),Amount of Contributions Received or receivable in cash from Participants,"Participant loans, EOY",Total Corrective distributions,Total Certain deemed distributions of participant loans,Applicable welfare feature codes from the List of Plan Characteristics Codes,Applicable pension feature codes from the List of Plan Characteristics Codes,planscore,Not 404(c) Compliant,No QDIA,No automatic enrollment,Insufficient fidelity bond,No 401(k) Provision,Failed to transmit payment on time,Corrective distribution was made,No 404(c) with participant directed accts,Loss from fraud or dishonesty,ParticswithBal,ActPartics,AvgPartContrib,AvgEmpContrib,AvgBalance,plantype,ProvName1,ProvRelation1,ProvFees1,ProvPosition1,ProvName2,ProvRelation2,ProvFees2,ProvPosition2,ProvName3,ProvRelation3,ProvFees3,ProvPosition3,ProvName4,ProvRelation4,ProvFees4,ProvPosition4,ProvName5,ProvRelation5,ProvFees5,ProvPosition5,ProvName6,ProvRelation6,ProvFees6,ProvPosition6,ProvName7,ProvRelation7,ProvFees7,ProvPosition7,ProvName8,ProvRelation8,ProvFees8,ProvPosition8,ProvName9,ProvRelation9,ProvFees9,ProvPosition9,ProvName10,ProvRelation10,ProvFees10,ProvPosition10,ProvName11,ProvRelation11,ProvFees11,ProvPosition11,ProvName12,ProvRelation12,ProvFees12,ProvPosition12,ProvName13,ProvRelation13,ProvFees13,ProvPosition13,ProvName14,ProvRelation14,ProvFees14,ProvPosition14
20251006160216NAL0003773041001,952833205,FAMILY HEALTH CENTERS OF SAN DIEGO TAX DEFERRED ANNUITY PLAN,,20251006,PATRICIA BESAW,621112,"Offices of Physicians, Mental Health Specialists",20241231,,,20251006,PATRICIA BESAW,FAMILY HEALTH CENTERS OF SAN DIEGO,823 GATEWAY CENTER WAY,,SAN DIEGO,CA,921024541,San Diego County,(619) 515-2321,"2,375","2,546","3,118","3,056"," $146,395,080.00 "," $174,785,811.00 "," $15,073,377.00 "," $310,377.00 "," $15,470,457.00 "," $1,000,000.00 "," $5,925,486.00 "," $1,507,433.00 "," $14,291,242.00 "," $4,268,220.00 "," $8,588.00 "," $78,115.00 ",,2F2G2L2M2R2S2T3D,45,,,,,,,Y,,,3056,2546," $5,613.21 "," $2,327.37 "," $57,194.31 ",DC,PRINCIPAL LIFE INSURANCE COMPANY,CONTRACT ADMINISTRATOR,"268,689",Contract Administrator,CBIZ CPAS P C,ACCOUNTANT,"7,757",Accounting (including auditing),MORNINGSTAR INVESTMENT MANAGEMENT L,INVESTMENT ADVISOR,0,Investment advisory (participants),CAMBRIDGE INVESTMENT RESEARCH ADVIS,INVESTMENT ADVISOR,"100,000",Investment advisory (plan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251014174133NAL0004690224001,943017941,THE SAVE PLAN,,20251014,TANNER SCHUTTE,493100,Warehousing and Storage,20241231,,,,TANNER SCHUTTE,"APL LOGISTICS AMERICAS, LTD",14350 N 87TH STREET,SUITE 350,SCOTTSDALE,AZ,85260,Maricopa County,(602) 357-9100,"2,411","2,669","3,102","2,171"," $156,246,078.00 "," $174,693,590.00 "," $16,677,948.00 "," $410,310.00 "," $17,117,868.00 "," $1,000,000.00 "," $6,487,318.00 "," $512,684.00 "," $7,156,470.00 "," $2,613,341.00 ", $ -    ," $29,610.00 ",,2E2G2J2K2R2T3D3F3H,22,Y,,Y,,,,,Y,,2171,2669," $2,681.33 "," $2,430.62 "," $80,466.88 ",DC,FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"273,180",Participant loan processing,CALLAN LLC,CONSULTANT,"106,782",Consulting (general),REDW LLC,ACCOUNTANT/AUDITOR,"30,700",Accounting (including auditing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251121152910NAL0006583329001,272037969,FIDUCIENT ADVISORS POOLED EMPLOYER PLAN,,20251121,COREY MARTIN,541219,Other Accounting Services,20241231,,,,COREY MARTIN,"NEWPORT GROUP, INC.",35 IRON POINT CIRCLE,SUITE 300,FOLSOM,CA,95630,Sacramento County,(844) 749-9981,"2,596","2,618","2,787","1,870", $ -    ," $174,381,755.00 "," $11,328,699.00 "," $112,560.00 "," $11,504,019.00 "," $1,000,000.00 "," $3,426,978.00 "," $1,533,829.00 "," $7,110,584.00 "," $1,668,390.00 "," $62,760.00 ",,,2E2F2G2J2R2T2W3B3D3H,33,,,Y,,,Y,Y,,,1870,2618," $2,716.04 "," $1,309.01 "," $93,252.28 ",DC,NEWPORT GROUP Incorporated,PLAN SPONSOR,"79,134",Claims processing,FIDUCIENT ADVISORS LLC,NONE,"33,426",Investment advisory (plan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251015162816NAL0010636658001,951643347,REDLANDS COMMUNITY HOSPITAL PLUS PROGRAM,,20251015,MICHELLE S. MOK,622000,Hospitals,20241231,,,,MICHELLE S. MOK,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BOULEVARD,P.O. BOX 391,REDLANDS,CA,923730742,San Bernardino County,(909) 335-5678,"1,639","1,627","2,212","1,599"," $154,781,299.00 "," $173,819,226.00 "," $13,858,797.00 "," $70,767.00 "," $13,958,325.00 "," $2,000,000.00 "," $2,834,561.00 "," $1,269,987.00 "," $9,949,959.00 "," $2,981,779.00 ",," $28,761.00 ",,2F2G2K2L2M2R2T3D,44,,,Y,,,,,,,1599,1627," $6,115.52 "," $1,742.20 "," $108,704.96 ",DC,Fidelity Investment Institutional OPS CO,RECORDKEEPER,"68,545","Recordkeeping and information management (computing, tabulating, data processing, etc.)",LINCOLN NATIONAL CORPORATION,SERVICE PROVIDER,"2,225",Contract Administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251015153231NAL0002674979001,884129178,"PERKINELMER US, LLC SAVINGS PLAN",,20251015,JAMI EMMONS RUDD,541380,Testing Laboratories,20241231,,,,JAMI EMMONS RUDD,"PERKINELMER US, LLC",710 BRIDGEPORT AVE,,SHELTON,CT,06484,Fairfield County,(714) 330-9461,"1,381","1,404","1,686","1,461"," $167,251,522.00 "," $173,544,256.00 "," $34,424,135.00 "," $179,401.00 "," $34,618,799.00 "," $500,000.00 "," $4,655,540.00 "," $3,088,681.00 "," $12,384,084.00 "," $2,082,889.00 ", $518.00 ," $14,745.00 ",,2E2F2G2J2K2R2S2T3D,51,,,,,,,Y,,,1461,1404," $8,820.57 "," $3,315.91 "," $118,784.57 ",DC,FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"108,774",Participant loan processing,MMA SECURITIES,ADVISOR,"71,250",Investment advisory (plan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251010061004NAL0017229826004,521212890,"MILLER & CHEVALIER, CHARTERED CASH OR DEFERRED PROFIT SHARING PLAN",,,,541110,Offices of Lawyers,20241231,,,,LAWRENCE MARINO,"MILLER & CHEVALIER, CHARTERED","900 16TH STREET, NW",,WASHINGTON,DC,200062901,District of Columbia,(202) 626-5800,93,91,176,176," $157,968,594.00 "," $172,839,183.00 "," $17,701,099.00 "," $152,201.00 "," $17,853,300.00 "," $2,500,000.00 "," $2,709,645.00 "," $615,978.00 "," $1,518,240.00 "," $196,224.00 ",,,,2E2F2G2J2R,82,,Y,Y,,,,,,,176,91," $16,683.96 "," $29,776.32 "," $982,040.81 ",DC,AVENIR CORPORATION,INVESTMENT MANAGER,"134,760",Investment management,PRINCIPAL CUSTODY SOLUTIONS,TRUSTEE,"17,295","Trustee (bank, trust company, or similar financial institution)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251009153451NAL0004046547001,841610456,PING IDENTITY CORPORATION 401(K) PLAN,,20251009,JEANNE WAYNE,511210,Software Publishers,20241231,,,,JEANNE WAYNE,PING IDENTITY CORPORATION,1001 17TH STREET,SUITE 100,DENVER,CO,80202,Denver County,(303) 468-2863,704,"1,075","1,632","1,596"," $105,983,708.00 "," $172,482,634.00 "," $18,438,982.00 "," $90,287.00 "," $18,539,080.00 "," $1,000,000.00 "," $5,062,460.00 "," $2,511,861.00 "," $16,551,808.00 "," $881,519.00 ", $637.00 ," $9,174.00 ",,2J2T2F2G3D2R,77,,,Y,,,,Y,,,1596,1075," $15,397.03 "," $4,709.27 "," $108,071.83 ",DC,STRATEGIC ADVISORS Incorporated,ADVISOR,"55,198",Investment advisory (plan),FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"35,200",Participant loan processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250613122444NAL0017559201001,471824387,"CONFLUENT, INC. RETIREMENT TRUST",,20250613,SAM MCLEOD,541600,"Management, Scientific, and Technical Consulting Services",20241231,,,,SAM MCLEOD,"CONFLUENT, INC",899 WEST EVELYN AVENUE,,MOUNTAIN VIEW,CA,94041,Santa Clara County,(630) 414-1006,"1,613","1,673","2,178","1,859"," $120,769,674.00 "," $171,680,799.00 "," $12,584,041.00 "," $25,976.00 "," $12,660,687.00 "," $500,000.00 "," $12,499.00 "," $5,490,781.00 "," $35,357,466.00 "," $1,083,310.00 "," $40,669.00 "," $10,001.00 ",,2F2G2J2T3H2E3D2R,70,,,Y,,,,Y,,,1859,1673," $21,134.17 ", $7.47 ," $92,351.16 ",DC,SENSIBA SAN FILIPPO LLP,ACCOUNTANT/AUDITOR,"16,280",Accounting (including auditing),FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"11,316",Participant loan processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251001184916NAL0013578753001,951644035,POINT LOMA NAZARENE UNIVERSITY RETIREMENT PLAN,,20251001,SAMARA TIMMS,611000,Educational Services,20241231,,,,SAMARA TIMMS,POINT LOMA NAZARENE UNIVERSITY,3900 LOMALAND DRIVE,,SAN DIEGO,CA,92106,San Diego County,(619) 849-2200,610,644,"1,152","1,135"," $153,120,386.00 "," $170,659,904.00 "," $10,053,838.00 "," $172,371.00 "," $10,226,481.00 "," $1,000,000.00 "," $3,255,998.00 "," $2,234,780.00 "," $3,753,375.00 "," $145,904.00 ",, $272.00 ,,2G2R3D2F2L2M2T,46,,,Y,,,,,,,1135,644," $5,828.22 "," $5,055.90 "," $150,361.16 ",DC,TIAA,RECORDKEEPER,"129,706",Contract Administrator,MULTNOMAH GROUP Incorporated,ADVISOR,"26,840",Investment advisory (plan),INSERO & COMPANY CPAS LLP,AUDITOR,"15,825",Accounting (including auditing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251015191713NAL0010910434001,953519027,"RUTAN & TUCKER, LLP PROFIT SHARING PLAN",,,,541110,Offices of Lawyers,20241231,,,,TONY MALKANI,"RUTAN & TUCKER, LLP",18575 JAMBOREE ROAD,9TH FLOOR,IRVINE,CA,92612,Orange County,(714) 641-5100,178,173,226,223," $162,883,805.00 "," $170,571,898.00 "," $20,469,524.00 "," $15,310.00 "," $20,484,834.00 "," $2,000,000.00 "," $4,000,208.00 "," $2,380,295.00 "," $2,403,783.00 "," $604,892.00 ",,,,2A2E2F2J2R2S2T3B3D3H,80,,,,,,,,,,223,173," $13,894.70 "," $23,122.59 "," $764,896.44 ",DC,EMPOWER ANNUITY INSURANCE COMPANY,RECORDKEEPER,"17,590",Recordkeeping fees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251014120126NAL0005814770001,200062867,INFOBLOX 401(K) RETIREMENT PLAN,,20251014,BRENDA GEORG,541519,Other Computer Related Services,20241231,,,20251014,BRENDA GEORG,"INFOBLOX, INC.",3111 CORONADO DRIVE,,SANTA CLARA,CA,95054,Santa Clara County,(408) 986-5484,672,749,"1,018","1,016"," $138,443,323.00 "," $170,487,585.00 "," $14,481,270.00 "," $218,614.00 "," $14,699,884.00 "," $5,000,000.00 "," $4,755,044.00 "," $2,488,721.00 "," $16,009,706.00 "," $1,311,965.00 ",,,,2E2F2G2J2K2R2T3D,76,,,Y,,,,,,,1016,749," $21,374.77 "," $6,348.52 "," $167,802.73 ",DC,THE VANGUARD GROUP Incorporated,NONE,"94,985","Recordkeeping and information management (computing, tabulating, data processing, etc.)",VANGUARD ADVISERS Incorporated,NONE,"56,728",Investment advisory (participants),NEWFRONT RETIREMENT SERVICES Incorporated,NONE,"45,000",Consulting (general),SILICON VALLEY ACCOUNTANCY Corporate,NONE,"23,652",Accounting (including auditing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002150515NAL0000974528001,952843706,DELTA AMERICA LTD. 401(K) SALARY SAVINGS PLAN AND TRUST,,20251002,RANDY LIAO,334110,Computer and Peripheral Equipment Manufacturing,20241231,,,20251002,RANDY LIAO,DELTA ELECTRONICS (AMERICAS) LTD.,46101 FREMONT BLVD.,,FREMONT,CA,94538,Alameda County,(510) 668-5100,367,429,659,648," $145,298,845.00 "," $170,289,210.00 "," $8,865,519.00 "," $193,430.00 "," $9,058,949.00 "," $500,000.00 "," $2,273,778.00 "," $523,588.00 "," $6,754,176.00 "," $754,732.00 ",,,,2E2F2G2J2K2R2T3D3H,74,,,Y,,,Y,,,,648,429," $15,744.00 "," $5,300.18 "," $262,792.00 ",DC,THE VANGUARD GROUP Incorporated,NONE,"86,588","Recordkeeping and information management (computing, tabulating, data processing, etc.)",GLOBAL RETIREMENT PARTNERS LLC,NONE,"48,000",Investment advisory (plan),SAGEVIEW advisor GROUP LLC,NONE,"46,790",Investment advisory (plan),PENSION ASSURANCE LLP,NONE,"13,750",Other fees ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251014080956NAL0001101363001,631204084,"RADIANCE TECHNOLOGIES, INC. 401(K) PROFIT SHARING PLAN",,20251013,MARDINA WAMMACK,541700,Scientific Research and Development Services,20241231,,,,MARDINA WAMMACK,RADIANCE TECHNOLOGIES,310 BOB HEATH DR NW,,HUNTSVILLE,AL,358062969,Madison County,(256) 489-8583,"1,037","2,432","2,439","1,582"," $147,467,703.00 "," $170,178,179.00 "," $26,418,408.00 "," $189,397.00 "," $26,607,805.00 "," $1,500,000.00 "," $11,173,410.00 "," $18,501,918.00 "," $10,509,032.00 "," $1,505,018.00 ", $ -    , $ -    ,,2F2G2J2E2K2S2T3D2R,52,,,,,,,,,,1582,2432," $4,321.15 "," $4,594.33 "," $107,571.54 ",DC,STIFEL NICOLAUS & CO INC,ADVISOR,"97,107",Investment advisory (plan),FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"46,250",Participant loan processing,STRATEGIC ADVISORS Incorporated,ADVISOR,"24,042",Investment advisory (plan),WARREN AVERETT LLC,ACCOUNTANT/AUDITOR,"23,903",Accounting (including auditing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250911111754NAL0001067458001,831102137,CENTRALSQUARE TECHNOLOGIES 401(K) PLAN,,20250911,ALANA BURTON,541519,Other Computer Related Services,20241231,,,,ALANA BURTON,"CENTRALSQUARE TECHNOLOGIES, LLC",1000 BUSINESS CENTER DR.,,LAKE MARY,FL,32746,Seminole County,(407) 304-3281,"1,303","1,148","1,820","1,787"," $157,474,752.00 "," $169,458,843.00 "," $24,673,038.00 "," $115,713.00 "," $24,794,017.00 "," $500,000.00 "," $3,067,533.00 "," $980,474.00 "," $11,150,994.00 "," $18,027.00 "," $5,266.00 ", $ -    ,,3D3B2E2F2G2J2K2R2S2T,59,,,,,,,Y,,,1787,1148," $9,713.41 "," $2,672.07 "," $94,828.68 ",DC,FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"96,120",Sub-transfer agency fees,WINDES Incorporated,ACCOUNTANT,"13,968",Accounting (including auditing),CREATIVE PLANNING,CONSULTANT,"5,625",Consulting (general),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251014171743NAL0001694899001,263912448,ASANA INC. 401(K) PLAN,,20251014,MARLO INGRAM,541990,"All Other Professional, Scientific, and Technical Services",20241231,,,,MARLO INGRAM,ASANA INC.,633 FOLSOM STREET,SUITE 100,SAN FRANCISCO,CA,94107,San Francisco County,(415) 525-3888,"1,401","1,402","2,122","1,949"," $122,195,380.00 "," $169,371,216.00 "," $13,619,636.00 "," $109,267.00 "," $13,739,228.00 "," $500,000.00 "," $5,025.00 "," $8,769,366.00 "," $30,192,826.00 "," $549,510.00 "," $10,325.00 ", $ -    ,,2E2F2G2K2T2J3D2R,65,,,Y,,,Y,Y,,,1949,1402," $21,535.54 ", $3.58 ," $86,901.60 ",DC,FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"109,267",Participant loan processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251015083535NAL0004354929001,590447122,SHUTTS & BOWEN LLP 401(K) PROFIT SHARING PLAN (A),,20251015,JACK MCELROY,541110,Offices of Lawyers,20241231,,,,JACK MCELROY,SHUTTS & BOWEN LLP,200 SOUTH BISCAYNE BOULEVARD,SUITE 4100,MIAMI,FL,33131,Miami-Dade County,(305) 358-6300,343,354,439,424," $147,186,373.00 "," $169,099,424.00 "," $4,185,485.00 "," $78,954.00 "," $4,264,439.00 "," $3,000,000.00 "," $4,404,786.00 "," $1,815,387.00 "," $3,418,348.00 "," $907,230.00 ",,,,2A2E2F2G2J2R2S2T,76,,,,,,Y,,,,424,354," $9,656.35 "," $12,442.90 "," $398,819.41 ",DC,SCHWAB RETIREMENT PLAN SERVICES Incorporated,NONE,"69,219","Recordkeeping and information management (computing, tabulating, data processing, etc.)",SEQUOIA FINANCIAL ADVISORS LLC,NONE,"9,735",Investment advisory (participants),CHARLES SCHWAB & CO INC,NONE,325,Securities brokerage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250714121532NAL0002560434001,260331862,SERVICETITAN 401(K) PLAN,,20250714,LEANNA LILLY,541600,"Management, Scientific, and Technical Consulting Services",20241231,,,,LEANNA LILLY,"SERVICETITAN, INC.",801 BRAND BLVD. SUITE 700,,GLENDALE,CA,91203,Los Angeles County,(855) 899-0970,"2,135","2,297","3,039","2,924"," $117,972,750.00 "," $168,749,770.00 "," $14,646,989.00 "," $83,102.00 "," $14,757,106.00 "," $500,000.00 "," $9,021,961.00 "," $9,070,547.00 "," $26,586,273.00 "," $2,132,383.00 "," $22,081.00 "," $4,934.00 ",,2E2F2G2J2T2K2S3D2R,72,,,,,,,Y,,,2924,2297," $11,574.35 "," $3,927.71 "," $57,711.96 ",DC,FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"43,130",Participant loan processing,STRATEGIC ADVISORS Incorporated,ADVISOR,"39,972",Investment advisory (plan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251010085324NAL0012682480001,840402707,REGIS UNIVERSITY DEFINED CONTRIBUTION PLAN,,20251010,STEPHANIE MORRIS,611000,Educational Services,20241231,,,,STEPHANIE MORRIS,REGIS UNIVERSITY,BENEFITS DEPARTMENT,3333 REGIS BLVD,DENVER,CO,80221,Adams County,(303) 964-3659,"1,426",786,"1,402","1,322"," $163,723,300.00 "," $168,743,590.00 "," $21,153,175.00 "," $288,218.00 "," $21,528,219.00 "," $5,000,000.00 "," $3,624,089.00 "," $251,185.00 "," $5,183,042.00 "," $667,593.00 ",," $86,826.00 ",,2F2L2M2R,35,,Y,Y,,,,,,,1322,786," $6,594.20 "," $4,610.80 "," $127,642.65 ",DC,EMPOWER ANNUITY INS CO OF AMERICA,RECORDKEEPER,"227,355",Recordkeeping fees,ADVISED ASSET GROUP,INVESTMENT MANAGER,"60,759",Investment management,EMPOWER FINANCIAL SERVICES Incorporated,NONE,104,Securities brokerage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250918165745NAL0000762979001,480581733,"MIDLAND CREDIT MANAGEMENT, INC. 401(K) RETIREMENT SAVINGS PLAN",,20250918,EMILY HAWKINS,525990,Other Financial Vehicles,20241231,,,20250918,MICHAEL MERLE,"MIDLAND CREDIT MANAGEMENT, INC.",350 CAMINO DE LA REINA,SUITE 100,SAN DIEGO,CA,92108,San Diego County,(858) 309-9213,"1,292","1,462","2,149","2,067"," $142,880,694.00 "," $167,396,303.00 "," $11,500,024.00 "," $214,192.00 "," $11,714,216.00 "," $5,000,000.00 "," $2,220,163.00 "," $1,141,702.00 "," $11,573,873.00 "," $2,704,785.00 ", $ -    , $ -    ,,2G2K2S2T3H2J2E2F3D2R,50,,,,,,Y,,,,2067,1462," $7,916.47 "," $1,518.58 "," $80,985.15 ",DC,FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"144,130",Participant loan processing,ONEDIGITAL INVESTMENT ADVISORS LLC,ADVISOR,"54,764",Investment advisory (plan),MOSS ADAMS LLP,ACCOUNTANT|AUDITOR,"19,000",Accounting (including auditing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250620155301NAL0004030705001,593191743,REGENCY CENTERS 401(K) PROFIT SHARING PLAN,,20250620,REESE DOWELL,531210,Offices of Real Estate Agents and Brokers,20241231,,,20250620,REESE DOWELL,REGENCY CENTERS,ONE INDEPENDENT DRIVE,SUITE 114,JACKSONVILLE,FL,32202,Duval County,(904) 598-7819,503,489,670,666," $140,390,998.00 "," $165,249,510.00 "," $9,362,027.00 "," $143,320.00 "," $9,505,347.00 "," $10,000,000.00 "," $5,688,617.00 "," $1,688,601.00 "," $5,455,110.00 "," $1,144,846.00 ",,,,2E2F2G2J2K2R2S2T3D,76,,,,,,,,,,666,489," $11,155.64 "," $11,633.16 "," $248,122.38 ",DC,PRINCIPAL LIFE INSURANCE COMPANY,CONTRACT ADMINISTRATOR,"84,176",Contract Administrator,REGIONS BANK,CONTRACT ADMINISTRATOR,"61,875",Contract Administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250929143633NAL0015340979001,954312582,UNITED TALENT AGENCY LLC 401(K) PLAN,,20250929,LYNDSAY HARDING,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",20241231,,,,LYNDSAY HARDING,UNITED TALENT AGENCY LLC,9336 CIVIC CENTER DRIVE,,BEVERLY HILLS,CA,90210,Los Angeles County,(310) 385-6701,"1,503","1,670","2,301","2,221"," $130,104,922.00 "," $164,938,217.00 "," $8,446,115.00 "," $223,772.00 "," $8,669,907.00 "," $500,000.00 "," $4,298,271.00 "," $1,965,523.00 "," $15,146,640.00 "," $812,786.00 ",, $20.00 ,,2E2F2G2J2K2R2S2T3D3H,54,,,,,,,,,,2221,1670," $9,069.84 "," $2,573.81 "," $74,263.05 ",DC,TRANSAMERICA RETIREMENT SOLUTIONS,RECORDKEEPER,"147,375",Claims processing,NFP RETIREMENT Incorporated,CONSULTANT,"62,000",Consulting (general),CHARLES SCHWAB & CO INC,SECURITIES BROKER,558,Securities brokerage,PASADENA PRIVATE WEALTH LLC,SECURITIES BROKER,"6,399",Securities brokerage,MERRILL LYNCH PIERCE FENNER & SMI,ADVISOR,"7,440",Investment advisory (plan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250925174819NAL0008783217001,540913440,SCS ENGINEERS 401(K) PLAN,,20250925,ALISON HEREDIA,541330,Engineering Services,20241231,,,,ALISON HEREDIA,"STEARNS, CONRAD & SCHMIDT, CONSULTING ENGINEERS,","3900 KILROY AIRPORT WAY, SUITE 100",,LONG BEACH,CA,90806,Los Angeles County,(562) 426-9544,"1,218","1,299","1,642","1,594"," $136,401,508.00 "," $163,549,727.00 "," $12,845,205.00 "," $52,062.00 "," $12,899,823.00 "," $500,000.00 "," $1,125,241.00 "," $4,185,452.00 "," $10,460,455.00 "," $1,729,231.00 ", $ -    ," $2,556.00 ",,2G2J2K2S2T2F3D2R,62,,,,,,,,,,1594,1299," $8,052.70 ", $866.24 ," $102,603.34 ",DC,FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,"30,734",Participant loan processing,STRATEGIC ADVISORS Incorporated,ADVISOR,"22,048",Investment advisory (plan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251014085419NAL0001140835001,364793204,AKUMIN 401(K) PLAN,,20251014,ZELLER FONSECA,621510,Medical and Diagnostic Laboratories,20241231,,,,ZELLER FONSECA,AKUMIN INC.,8300 WEST SUNRISE BOULEVARD,,PLANTATION,FL,33322,Broward County,(972) 788-7590,"3,106","3,310","4,803","4,333"," $153,351,651.00 "," $163,549,458.00 "," $28,791,281.00 "," $552,118.00 "," $29,437,305.00 "," $1,000,000.00 "," $2,377,288.00 "," $2,716,191.00 "," $12,956,509.00 "," $2,579,277.00 ", $ -    ," $93,906.00 ",,2G2J2K3D2S2R3H3F2F2T,31,,,,,,Y,,,,4333,3310," $3,914.35 ", $718.21 ," $37,745.09 ",DC,EMPOWER ANNUITY INS CO OF AMERICA,RECORDKEEPER,"224,428",Recordkeeping fees,RESOURCES INVESTMENT ADVISORS LLC,INVESTMENT MANAGER,"169,369",Investment management,MARCUM LLP,ADVISOR,"64,887",Accounting (including auditing),ONEDIGITAL INVESTMENT ADVISOR LLC,INVESTMENT ADVISOR,"59,935",Investment advisory (plan),BDO USA LLP,AUDITOR,"18,000",Accounting (including auditing),NFP RETIREMENT Incorporated,INVESTMENT ADVISOR,"14,945",Investment advisory (plan),QDRO CONSULTANTS CO LLC,OTHER SERVICES,300,Other fees ,FIDELITY INVESTMENTS INSTITUTIONAL,RECORDKEEPER,250,Sub-transfer agency fees,,,,,,,,,,,,,,,,,,,,,,,,
20251002161845NAL0000421443001,650267668,"BAPTIST HEALTH ENTERPRISES, INC. 401(K) EMPLOYEE RETIREMENT PLAN",,20251002,MATTHEW ARSENAULT,622000,Hospitals,20241231,,,,MATTHEW ARSENAULT,"BAPTIST HEALTH SOUTH FLORIDA, INC.",6855 RED ROAD,SUITE 600,CORAL GABLES,FL,33143,Miami-Dade County,(786) 596-6947,"1,293",731,"4,626","4,626"," $158,353,610.00 "," $163,383,991.00 "," $19,063,018.00 "," $202,810.00 "," $19,301,162.00 "," $10,000,000.00 "," $1,760,656.00 "," $689,662.00 "," $3,584,085.00 "," $3,106,504.00 "," $4,050.00 "," $31,284.00 ",,2E2F2G2J2K2R2S2T3H,35,,,,,,,Y,,,4626,731," $4,902.99 "," $2,408.56 "," $35,318.63 ",DC,TRANSAMERICA RETIREMENT SOLUTIONS,RECORDKEEPER,"200,094",Claims processing,NATIONAL FINANCIAL SERVICES,SECURITIES BROKER,0,Securities brokerage,CHARLES SCHWAB & CO INC,SECURITIES BROKER,"2,716",Securities brokerage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
